customer_id,tenure_months,monthly_charges,total_charges,contract_type,tech_support,city,signup_date,region_code,satisfaction,notes,churned
CUS001375,34,$50.81,1727.54,Month-to-month,Yes,City_26,2020-12-18,APAC,4.0,free text note number 1375 about this particular customer,1
CUS001376,70,$72.57,5079.9,One year,No,City_67,2023-09-09,APAC,4.0,free text note number 1376 about this particular customer,0
CUS001377,33,$64.64,2133.12,Month-to-month,no,City_43,2020-02-05,APAC,2.0,free text note number 1377 about this particular customer,1
CUS001378,54,$45.31,,Two year,Yes,City_27,2020-01-01,APAC,4.0,free text note number 1378 about this particular customer,0
CUS001379,69,$30.07,2074.83,Month-to-month,no,City_77,2023-11-29,APAC,3.0,free text note number 1379 about this particular customer,0
CUS001380,70,$46.45,3251.5,Month-to-month,No,City_67,2021-05-05,APAC,2.0,free text note number 1380 about this particular customer,1
CUS001381,23,$106.31,2445.13,Month-to-month,No,City_58,2023-09-08,APAC,,free text note number 1381 about this particular customer,1
CUS001382,29,$119.06,3452.74,Month-to-month,No,City_65,2022-03-15,APAC,5.0,free text note number 1382 about this particular customer,1
CUS001383,3,$86.25,258.75,One year,No,City_53,2022-01-27,APAC,4.0,free text note number 1383 about this particular customer,1
CUS001384,54,$99.65,5381.1,Month-to-month,no,City_17,2020-04-03,APAC,2.0,free text note number 1384 about this particular customer,1
CUS001385,28,$57.08,,Month-to-month,No,City_10,2022-09-18,APAC,4.0,free text note number 1385 about this particular customer,1
CUS001386,1,$68.07,68.07,One year,No,City_67,2021-08-30,APAC,3.0,free text note number 1386 about this particular customer,1
CUS001387,11,$77.07,847.77,Month-to-month,Yes,City_64,2020-05-16,APAC,4.0,free text note number 1387 about this particular customer,1
CUS001388,13,$42.97,558.61,Month-to-month,No,City_22,2021-09-07,APAC,1.0,free text note number 1388 about this particular customer,0
CUS001389,6,$45.25,271.5,Month-to-month, Yes ,City_33,2021-11-18,APAC,4.0,free text note number 1389 about this particular customer,1
CUS001390,5,$72.43,362.15,Month-to-month,no,City_46,2022-09-09,APAC,4.0,free text note number 1390 about this particular customer,1
CUS001391,41,$61.99,2541.59,Month-to-month,Yes,City_50,2022-05-31,APAC,,free text note number 1391 about this particular customer,1
CUS001392,17,$43.41,737.97,One year,No,City_53,2023-02-13,APAC,4.0,free text note number 1392 about this particular customer,1
CUS001393,68,$79.66,5416.88,One year,No,City_44,2022-11-15,APAC,5.0,free text note number 1393 about this particular customer,0
CUS001394,41,$63.42,2600.22,Two year,No,City_40,2023-08-07,APAC,2.0,free text note number 1394 about this particular customer,1
CUS001395,42,$95.53,4012.26,One year,Yes,City_62,2020-11-24,APAC,4.0,free text note number 1395 about this particular customer,0
CUS001396,38,$69.87,2655.06,Two year,Yes,City_0,2023-08-30,APAC,3.0,free text note number 1396 about this particular customer,1
CUS001397,46,$62.49,2874.54,One year,No,City_2,2020-05-18,APAC,,free text note number 1397 about this particular customer,1
CUS001398,56,$73.19,4098.64,Month-to-month,no,City_75,2020-05-30,APAC,,free text note number 1398 about this particular customer,1
CUS001399,23,$65.70,1511.1,Month-to-month,no,City_7,2023-12-12,APAC,2.0,free text note number 1399 about this particular customer,1
CUS001400,44,$53.30,2345.2,Month-to-month,No,City_11,2020-03-10,APAC,4.0,free text note number 1400 about this particular customer,1
CUS001401,41,$59.95,2457.95,Month-to-month,No,City_22,2023-06-26,APAC,1.0,free text note number 1401 about this particular customer,1
CUS001402,49,$88.74,4348.26,Month-to-month,Yes,City_38,2021-03-23,APAC,4.0,free text note number 1402 about this particular customer,1
CUS001403,54,$86.16,4652.64,One year,Yes,City_16,2020-09-24,APAC,,free text note number 1403 about this particular customer,1
CUS001404,55,$102.16,5618.8,One year,No,City_4,2020-08-09,APAC,2.0,free text note number 1404 about this particular customer,0
CUS001405,42,$27.68,1162.56,One year,Yes,City_54,2023-05-18,APAC,4.0,free text note number 1405 about this particular customer,0
CUS001406,6,$60.17,361.02,Month-to-month,No,City_58,2020-06-30,APAC,4.0,free text note number 1406 about this particular customer,1
CUS001407,57,$59.64,3399.48,Month-to-month,No,City_9,2023-05-03,APAC,,free text note number 1407 about this particular customer,1
CUS001408,69,$74.29,5126.01,Month-to-month,No,City_7,2021-03-28,APAC,3.0,free text note number 1408 about this particular customer,0
CUS001409,40,$58.70,,Two year,Yes,City_7,2020-09-29,APAC,5.0,free text note number 1409 about this particular customer,1
CUS001410,32,$57.17,,Month-to-month,no,City_18,2020-06-03,APAC,4.0,free text note number 1410 about this particular customer,1
CUS001411,15,$89.57,,Month-to-month, Yes ,City_42,2023-04-21,APAC,5.0,free text note number 1411 about this particular customer,1
CUS001412,33,$74.45,2456.85,One year,No,City_69,2021-03-05,APAC,5.0,free text note number 1412 about this particular customer,0
CUS001413,42,$40.84,1715.28,Month-to-month,Yes,City_5,2021-07-27,APAC,4.0,free text note number 1413 about this particular customer,1
CUS001414,56,$103.36,5788.16,Two year,No,City_9,2022-08-21,APAC,3.0,free text note number 1414 about this particular customer,1
CUS001415,35,$94.92,,Month-to-month, Yes ,City_63,2021-05-16,APAC,4.0,free text note number 1415 about this particular customer,1
CUS001416,13,$55.65,723.45,Month-to-month,No,City_35,2020-06-16,APAC,5.0,free text note number 1416 about this particular customer,1
CUS001417,12,$90.78,1089.36,Month-to-month,No,City_26,2020-08-28,APAC,5.0,free text note number 1417 about this particular customer,1
CUS001418,38,$51.62,1961.56,Month-to-month,no,City_67,2022-09-05,APAC,4.0,free text note number 1418 about this particular customer,1
CUS001419,44,$98.14,4318.16,One year, Yes ,City_24,2022-06-06,APAC,3.0,free text note number 1419 about this particular customer,1
CUS001420,63,$64.55,4066.65,Month-to-month,No,City_69,2022-10-12,APAC,1.0,free text note number 1420 about this particular customer,1
CUS001421,59,$49.93,,Month-to-month,Yes,City_47,2022-07-08,APAC,2.0,free text note number 1421 about this particular customer,1
CUS001422,42,$60.67,2548.14,One year,No,City_17,2020-04-01,APAC,4.0,free text note number 1422 about this particular customer,1
CUS001423,10,$50.85,508.5,Month-to-month, Yes ,City_78,2022-02-06,APAC,3.0,free text note number 1423 about this particular customer,1
CUS001424,59,$74.80,4413.2,Two year,Yes,City_69,2020-10-21,APAC,4.0,free text note number 1424 about this particular customer,0
CUS001425,39,$74.38,2900.82,One year,Yes,City_22,2020-05-29,APAC,4.0,free text note number 1425 about this particular customer,1
CUS001426,60,$70.90,4254.0,One year,Yes,City_50,2020-10-11,APAC,3.0,free text note number 1426 about this particular customer,0
CUS001427,53,$56.08,2972.24,Two year,Yes,City_18,2023-04-08,APAC,2.0,free text note number 1427 about this particular customer,0
CUS001428,23,$15.00,345.0,Two year,Yes,City_18,2021-09-09,APAC,5.0,free text note number 1428 about this particular customer,1
CUS001429,29,$72.32,2097.28,Month-to-month,no,City_29,2021-04-20,APAC,3.0,free text note number 1429 about this particular customer,1
CUS001430,30,$22.59,677.7,One year,No,City_26,2022-01-12,APAC,4.0,free text note number 1430 about this particular customer,1
CUS001431,20,$76.10,1522.0,Month-to-month,no,City_62,2021-01-31,APAC,2.0,free text note number 1431 about this particular customer,1
CUS001432,55,$98.27,5404.85,Month-to-month,No,City_22,2022-07-15,APAC,,free text note number 1432 about this particular customer,1
CUS001433,27,$76.85,2074.95,Month-to-month,No,City_74,2022-08-19,APAC,2.0,free text note number 1433 about this particular customer,1
CUS001434,50,$60.26,3013.0,Month-to-month,no,City_50,2022-07-26,APAC,4.0,free text note number 1434 about this particular customer,1
CUS001435,39,$65.50,2554.5,Month-to-month,Yes,City_12,2020-10-04,APAC,5.0,free text note number 1435 about this particular customer,1
CUS001436,30,$66.67,2000.1,Month-to-month,No,City_6,2021-09-13,APAC,2.0,free text note number 1436 about this particular customer,1
CUS001437,49,$56.27,2757.23,One year,No,City_2,2023-09-27,APAC,4.0,free text note number 1437 about this particular customer,0
CUS001438,13,$55.41,720.33,Month-to-month,No,City_73,2022-04-19,APAC,3.0,free text note number 1438 about this particular customer,1
CUS001439,40,$46.90,,Month-to-month,no,City_24,2022-08-30,APAC,,free text note number 1439 about this particular customer,1
CUS001440,11,$99.70,1096.7,Month-to-month,No,City_28,2023-06-22,APAC,2.0,free text note number 1440 about this particular customer,1
CUS001441,8,$69.61,556.88,Month-to-month,No,City_25,2023-03-29,APAC,2.0,free text note number 1441 about this particular customer,1
CUS001442,59,$93.91,5540.69,One year,Yes,City_59,2024-01-11,APAC,4.0,free text note number 1442 about this particular customer,0
CUS001443,59,$63.75,3761.25,Month-to-month,No,City_59,2021-05-25,APAC,4.0,free text note number 1443 about this particular customer,1
CUS001444,48,$71.80,3446.4,One year,no,City_58,2021-08-20,APAC,4.0,free text note number 1444 about this particular customer,1
CUS001445,66,$65.74,,Month-to-month,No,City_54,2021-10-04,APAC,2.0,free text note number 1445 about this particular customer,1
CUS001446,44,$81.57,3589.08,Month-to-month,no,City_62,2021-08-05,APAC,3.0,free text note number 1446 about this particular customer,1
CUS001447,8,$90.67,725.36,Two year,No,City_59,2021-01-12,APAC,1.0,free text note number 1447 about this particular customer,1
CUS001448,28,$75.99,2127.72,Month-to-month,No,City_15,2021-07-22,APAC,4.0,free text note number 1448 about this particular customer,1
CUS001449,18,$53.15,956.7,Month-to-month,No,City_31,2021-01-11,APAC,3.0,free text note number 1449 about this particular customer,1
CUS001450,52,$50.50,2626.0,Month-to-month,Yes,City_15,2023-04-26,APAC,,free text note number 1450 about this particular customer,1
CUS001451,13,$111.48,1449.24,Month-to-month,Yes,City_34,2021-09-14,APAC,3.0,free text note number 1451 about this particular customer,1
CUS001452,43,$63.00,2709.0,Month-to-month,Yes,City_59,2020-12-07,APAC,1.0,free text note number 1452 about this particular customer,1
CUS001453,61,$62.72,3825.92,Two year,No,City_75,2023-03-26,APAC,1.0,free text note number 1453 about this particular customer,0
CUS001454,14,$106.63,1492.82,Month-to-month,No,City_69,2023-01-28,APAC,3.0,free text note number 1454 about this particular customer,1
CUS001455,65,$97.20,6318.0,One year,no,City_3,2022-01-24,APAC,3.0,free text note number 1455 about this particular customer,0
CUS001456,50,$83.35,4167.5,Month-to-month,Yes,City_24,2020-07-14,APAC,,free text note number 1456 about this particular customer,1
CUS001457,4,$60.02,240.08,Two year,No,City_1,2023-06-03,APAC,5.0,free text note number 1457 about this particular customer,1
CUS001458,38,$128.83,4895.54,Month-to-month,Yes,City_33,2022-12-15,APAC,3.0,free text note number 1458 about this particular customer,1
CUS001459,24,$79.82,1915.68,Month-to-month,No,City_1,2020-06-16,APAC,3.0,free text note number 1459 about this particular customer,1
CUS001460,50,$83.67,4183.5,Month-to-month,No,City_64,2023-09-18,APAC,1.0,free text note number 1460 about this particular customer,1
CUS001461,14,$65.72,920.08,One year,Yes,City_65,2021-03-09,APAC,2.0,free text note number 1461 about this particular customer,1
CUS001462,35,$34.64,1212.4,Month-to-month,Yes,City_76,2022-06-20,APAC,4.0,free text note number 1462 about this particular customer,1
CUS001463,34,$36.63,1245.42,Month-to-month, Yes ,City_41,2020-02-24,APAC,1.0,free text note number 1463 about this particular customer,1
CUS001464,36,$80.17,2886.12,Month-to-month,No,City_19,2023-05-26,APAC,5.0,free text note number 1464 about this particular customer,1
CUS001465,66,$79.80,5266.8,One year, Yes ,City_55,2023-10-01,APAC,3.0,free text note number 1465 about this particular customer,0
CUS001466,67,$64.00,4288.0,Month-to-month,No,City_15,2023-04-20,APAC,4.0,free text note number 1466 about this particular customer,1
CUS001467,5,$40.71,203.55,Month-to-month,Yes,City_52,2020-04-04,APAC,4.0,free text note number 1467 about this particular customer,1
CUS001468,56,$33.96,1901.76,One year,no,City_50,2020-09-22,APAC,2.0,free text note number 1468 about this particular customer,0
CUS001469,13,$61.80,803.4,One year, Yes ,City_65,2022-03-24,APAC,5.0,free text note number 1469 about this particular customer,1
CUS001470,12,$33.60,403.2,Month-to-month,Yes,City_32,2020-03-05,APAC,5.0,free text note number 1470 about this particular customer,1
CUS001471,35,$92.47,3236.45,Month-to-month,no,City_42,2022-10-07,APAC,2.0,free text note number 1471 about this particular customer,1
CUS001472,70,$98.82,6917.4,Month-to-month,No,City_70,2023-07-13,APAC,,free text note number 1472 about this particular customer,0
CUS001473,38,$140.73,5347.74,Month-to-month, Yes ,City_26,2020-11-02,APAC,5.0,free text note number 1473 about this particular customer,1
CUS001474,42,$91.96,,Month-to-month, Yes ,City_68,2020-08-20,APAC,4.0,free text note number 1474 about this particular customer,1
CUS001475,53,$55.18,2924.54,Two year,No,City_8,2024-01-10,APAC,4.0,free text note number 1475 about this particular customer,0
CUS001476,34,$48.21,1639.14,Month-to-month, Yes ,City_73,2023-09-12,APAC,1.0,free text note number 1476 about this particular customer,1
CUS001477,32,$15.00,480.0,Two year,Yes,City_32,2024-01-11,APAC,2.0,free text note number 1477 about this particular customer,0
CUS001478,50,$55.13,2756.5,Month-to-month,No,City_27,2021-06-30,APAC,,free text note number 1478 about this particular customer,1
CUS001479,11,$65.58,721.38,Month-to-month,No,City_15,2020-12-23,APAC,5.0,free text note number 1479 about this particular customer,1
CUS001480,63,$94.20,5934.6,Month-to-month,Yes,City_36,2023-05-24,APAC,2.0,free text note number 1480 about this particular customer,1
CUS001481,26,$85.29,2217.54,Month-to-month,No,City_74,2020-07-28,APAC,4.0,free text note number 1481 about this particular customer,1
CUS001482,42,$84.71,3557.82,Two year,no,City_78,2021-03-24,APAC,3.0,free text note number 1482 about this particular customer,1
CUS001483,70,$75.34,5273.8,Two year,Yes,City_61,2022-09-01,APAC,2.0,free text note number 1483 about this particular customer,0
CUS001484,55,$86.52,4758.6,Two year,No,City_76,2020-06-28,APAC,5.0,free text note number 1484 about this particular customer,1
CUS001485,54,$106.19,5734.26,Month-to-month,No,City_22,2022-02-10,APAC,4.0,free text note number 1485 about this particular customer,1
CUS001486,58,$43.38,2516.04,Month-to-month,Yes,City_70,2020-08-11,APAC,1.0,free text note number 1486 about this particular customer,1
CUS001487,9,$58.57,527.13,One year,No,City_40,2022-06-25,APAC,4.0,free text note number 1487 about this particular customer,1
CUS001488,32,$35.29,,Two year,Yes,City_0,2020-05-30,APAC,1.0,free text note number 1488 about this particular customer,1
CUS001489,58,$110.47,6407.26,Month-to-month,No,City_37,2022-07-16,APAC,1.0,free text note number 1489 about this particular customer,1
CUS001490,19,$102.42,1945.98,Two year,No,City_78,2023-07-10,APAC,3.0,free text note number 1490 about this particular customer,1
CUS001491,23,$88.81,2042.63,Month-to-month,no,City_48,2023-12-05,APAC,1.0,free text note number 1491 about this particular customer,1
CUS001492,63,$40.04,2522.52,One year, Yes ,City_14,2021-08-13,APAC,4.0,free text note number 1492 about this particular customer,0
CUS001493,56,$74.32,4161.92,Month-to-month, Yes ,City_75,2023-02-26,APAC,4.0,free text note number 1493 about this particular customer,1
CUS001494,18,$64.13,1154.34,Two year,No,City_78,2024-01-10,APAC,3.0,free text note number 1494 about this particular customer,1
CUS001495,1,$72.02,72.02,Two year,Yes,City_22,2021-04-13,APAC,4.0,free text note number 1495 about this particular customer,1
CUS001496,35,$65.30,2285.5,Month-to-month,Yes,City_52,2021-08-14,APAC,1.0,free text note number 1496 about this particular customer,1
CUS001497,62,$83.00,5146.0,Month-to-month,no,City_49,2023-01-26,APAC,1.0,free text note number 1497 about this particular customer,1
CUS001498,39,$60.13,2345.07,Month-to-month,no,City_3,2021-05-16,APAC,3.0,free text note number 1498 about this particular customer,1
CUS001499,12,$91.36,1096.32,Month-to-month,no,City_40,2021-11-04,APAC,1.0,free text note number 1499 about this particular customer,1
CUS001500,35,$76.03,2661.05,Month-to-month,no,City_8,2020-04-21,APAC,5.0,free text note number 1500 about this particular customer,1
CUS001501,33,$62.67,2068.11,Month-to-month,No,City_76,2024-01-03,APAC,5.0,free text note number 1501 about this particular customer,1
CUS001502,43,$67.20,,Month-to-month,no,City_0,2022-03-24,APAC,1.0,free text note number 1502 about this particular customer,1
CUS001503,47,$58.99,2772.53,Month-to-month,No,City_17,2021-12-17,APAC,5.0,free text note number 1503 about this particular customer,1
CUS001504,18,$90.35,1626.3,Month-to-month,No,City_22,2021-06-20,APAC,4.0,free text note number 1504 about this particular customer,1
CUS001505,37,$63.21,2338.77,Two year,no,City_51,2020-01-17,APAC,,free text note number 1505 about this particular customer,1
CUS001506,35,$77.37,2707.95,Month-to-month,No,City_18,2023-07-27,APAC,5.0,free text note number 1506 about this particular customer,1
CUS001507,12,$60.19,722.28,N/A,no,City_7,2023-10-07,APAC,,free text note number 1507 about this particular customer,1
CUS001508,36,$32.87,1183.32,Month-to-month, Yes ,City_75,2023-03-17,APAC,5.0,free text note number 1508 about this particular customer,1
CUS001509,10,$92.65,926.5,Month-to-month,No,City_43,2021-02-19,APAC,5.0,free text note number 1509 about this particular customer,1
CUS001510,14,$43.55,609.7,Two year,no,City_15,2020-11-14,APAC,5.0,free text note number 1510 about this particular customer,1
CUS001511,21,$86.98,,Month-to-month,Yes,City_76,2023-05-17,APAC,,free text note number 1511 about this particular customer,1
CUS001512,69,$80.50,5554.5,Month-to-month,No,City_75,2021-08-14,APAC,1.0,free text note number 1512 about this particular customer,1
CUS001513,4,$28.60,114.4,Month-to-month,no,City_57,2022-07-06,APAC,5.0,free text note number 1513 about this particular customer,1
CUS001514,61,$46.38,2829.18,Two year, Yes ,City_11,2020-07-27,APAC,4.0,free text note number 1514 about this particular customer,0
CUS001515,16,$57.15,914.4,Month-to-month, Yes ,City_2,2023-01-21,APAC,3.0,free text note number 1515 about this particular customer,1
CUS001516,68,$49.48,3364.64,Month-to-month,no,City_1,2023-01-13,APAC,3.0,free text note number 1516 about this particular customer,0
CUS001517,10,$40.45,404.5,Month-to-month,no,City_78,2023-01-13,APAC,2.0,free text note number 1517 about this particular customer,1
CUS001518,44,$88.50,3894.0,Month-to-month,no,City_46,2021-10-02,APAC,3.0,free text note number 1518 about this particular customer,1
CUS001519,34,$64.01,2176.34,N/A,No,City_43,2023-09-20,APAC,4.0,free text note number 1519 about this particular customer,1
CUS001520,17,$79.64,1353.88,Month-to-month,Yes,City_56,2023-11-28,APAC,4.0,free text note number 1520 about this particular customer,1
CUS001521,26,$59.24,1540.24,One year,Yes,City_46,2023-06-03,APAC,,free text note number 1521 about this particular customer,0
CUS001522,29,$77.63,2251.27,Two year,no,City_45,2021-11-11,APAC,3.0,free text note number 1522 about this particular customer,0
CUS001523,42,$51.22,2151.24,Month-to-month,no,City_75,2022-08-25,APAC,2.0,free text note number 1523 about this particular customer,1
CUS001524,53,$69.34,3675.02,Month-to-month,no,City_79,2020-04-18,APAC,4.0,free text note number 1524 about this particular customer,1
CUS001525,20,$84.55,1691.0,Month-to-month,No,City_46,2021-05-04,APAC,,free text note number 1525 about this particular customer,1
CUS001526,28,$71.13,1991.64,Month-to-month,No,City_49,2024-02-02,APAC,3.0,free text note number 1526 about this particular customer,1
CUS001527,3,$58.57,175.71,Month-to-month,no,City_17,2022-01-10,APAC,3.0,free text note number 1527 about this particular customer,1
CUS001528,19,$42.83,813.77,Month-to-month,No,City_31,2020-12-13,APAC,1.0,free text note number 1528 about this particular customer,1
CUS001529,24,$74.19,1780.56,Month-to-month,No,City_34,2021-02-22,APAC,2.0,free text note number 1529 about this particular customer,1
CUS001530,58,$78.62,4559.96,One year,Yes,City_74,2020-01-16,APAC,,free text note number 1530 about this particular customer,1
CUS001531,54,$63.54,3431.16,Month-to-month,No,City_59,2021-05-20,APAC,,free text note number 1531 about this particular customer,1
CUS001532,55,$50.77,2792.35,Two year,No,City_53,2023-10-18,APAC,3.0,free text note number 1532 about this particular customer,0
CUS001533,19,$83.56,,Month-to-month,No,City_31,2021-11-21,APAC,5.0,free text note number 1533 about this particular customer,1
CUS001534,16,$132.04,2112.64,N/A,Yes,City_67,2023-09-10,APAC,2.0,free text note number 1534 about this particular customer,1
CUS001535,29,$62.44,1810.76,Month-to-month,Yes,City_13,2021-09-26,APAC,4.0,free text note number 1535 about this particular customer,1
CUS001536,31,$78.42,2431.02,Month-to-month,No,City_36,2020-08-09,APAC,,free text note number 1536 about this particular customer,1
CUS001537,54,$79.43,4289.22,Month-to-month,Yes,City_31,2021-03-10,APAC,3.0,free text note number 1537 about this particular customer,1
CUS001538,62,$15.00,930.0,One year,no,City_65,2020-08-31,APAC,4.0,free text note number 1538 about this particular customer,0
CUS001539,29,$73.10,2119.9,Two year,Yes,City_8,2021-04-01,APAC,4.0,free text note number 1539 about this particular customer,1
CUS001540,16,$52.34,837.44,Month-to-month,no,City_11,2021-04-11,APAC,2.0,free text note number 1540 about this particular customer,1
CUS001541,63,$104.62,6591.06,Two year,No,City_7,2021-04-12,APAC,3.0,free text note number 1541 about this particular customer,1
CUS001542,39,$63.65,2482.35,Month-to-month, Yes ,City_57,2020-06-16,APAC,4.0,free text note number 1542 about this particular customer,1
CUS001543,66,$50.56,3336.96,Month-to-month,Yes,City_9,2020-10-14,APAC,3.0,free text note number 1543 about this particular customer,1
CUS001544,28,$64.54,1807.12,Month-to-month,Yes,City_74,2020-02-01,APAC,2.0,free text note number 1544 about this particular customer,1
CUS001545,23,$74.16,1705.68,Two year,No,City_40,2022-05-24,APAC,2.0,free text note number 1545 about this particular customer,1
CUS001546,5,$56.00,280.0,Month-to-month,no,City_18,2021-11-10,APAC,5.0,free text note number 1546 about this particular customer,1
CUS001547,53,$68.68,3640.04,One year,No,City_25,2020-05-18,APAC,3.0,free text note number 1547 about this particular customer,1
CUS001548,36,$36.15,1301.4,Month-to-month,No,City_16,2023-12-29,APAC,4.0,free text note number 1548 about this particular customer,1
CUS001549,18,$64.37,1158.66,One year,No,City_14,2021-01-07,APAC,4.0,free text note number 1549 about this particular customer,1
CUS001550,32,$89.39,2860.48,Month-to-month,Yes,City_6,2023-10-13,APAC,3.0,free text note number 1550 about this particular customer,1
CUS001551,10,$119.23,1192.3,Month-to-month,No,City_59,2020-09-12,APAC,4.0,free text note number 1551 about this particular customer,1
CUS001552,69,$87.66,,One year,No,City_2,2023-01-16,APAC,3.0,free text note number 1552 about this particular customer,0
CUS001553,32,$76.80,2457.6,Month-to-month,No,City_48,2022-11-26,APAC,1.0,free text note number 1553 about this particular customer,1
CUS001554,22,$99.59,2190.98,Month-to-month,Yes,City_48,2022-08-31,APAC,4.0,free text note number 1554 about this particular customer,1
CUS001555,43,$95.48,4105.64,Two year, Yes ,City_65,2021-02-23,APAC,3.0,free text note number 1555 about this particular customer,0
CUS001556,57,$111.60,6361.2,Month-to-month,Yes,City_19,2021-06-28,APAC,4.0,free text note number 1556 about this particular customer,1
CUS001557,67,$97.07,6503.69,Month-to-month, Yes ,City_12,2020-05-29,APAC,,free text note number 1557 about this particular customer,1
CUS001558,49,$67.05,3285.45,Month-to-month,no,City_34,2022-09-14,APAC,1.0,free text note number 1558 about this particular customer,1
CUS001559,11,$76.46,841.06,Month-to-month,No,City_49,2023-05-16,APAC,4.0,free text note number 1559 about this particular customer,1
CUS001560,30,$74.48,2234.4,Month-to-month,no,City_18,2020-12-23,APAC,4.0,free text note number 1560 about this particular customer,1
CUS001561,51,$77.55,3955.05,Month-to-month,Yes,City_21,2021-10-18,APAC,3.0,free text note number 1561 about this particular customer,1
CUS001562,59,$75.01,,One year,No,City_59,2022-05-30,APAC,3.0,free text note number 1562 about this particular customer,1
CUS001563,34,$50.44,1714.96,Two year,No,City_39,2023-04-21,APAC,4.0,free text note number 1563 about this particular customer,1
CUS001564,61,$17.41,1062.01,One year,No,City_72,2022-02-04,APAC,4.0,free text note number 1564 about this particular customer,0
CUS001565,10,$53.21,532.1,Month-to-month,no,City_35,2021-04-26,APAC,3.0,free text note number 1565 about this particular customer,1
CUS001566,25,$19.35,483.75,Month-to-month,Yes,City_52,2022-08-29,APAC,4.0,free text note number 1566 about this particular customer,1
CUS001567,70,$71.70,5019.0,N/A,no,City_46,2021-06-03,APAC,4.0,free text note number 1567 about this particular customer,0
CUS001568,14,$70.11,981.54,Two year,Yes,City_12,2022-05-07,APAC,1.0,free text note number 1568 about this particular customer,1
CUS001569,50,$28.11,1405.5,One year,No,City_45,2022-04-18,APAC,3.0,free text note number 1569 about this particular customer,1
CUS001570,15,$87.20,1308.0,Month-to-month,Yes,City_60,2022-09-30,APAC,5.0,free text note number 1570 about this particular customer,1
CUS001571,10,$91.67,916.7,Month-to-month,No,City_73,2020-04-14,APAC,2.0,free text note number 1571 about this particular customer,1
CUS001572,12,$72.40,868.8,Two year, Yes ,City_4,2020-06-18,APAC,4.0,free text note number 1572 about this particular customer,1
CUS001573,65,$111.69,7259.85,Month-to-month,no,City_49,2024-01-05,APAC,4.0,free text note number 1573 about this particular customer,1
CUS001574,70,$116.79,8175.3,Month-to-month,Yes,City_44,2021-05-26,APAC,2.0,free text note number 1574 about this particular customer,1
CUS001575,8,$39.85,318.8,Two year,No,City_28,2020-07-19,APAC,2.0,free text note number 1575 about this particular customer,1
CUS001576,51,$95.92,4891.92,Month-to-month,No,City_24,2020-05-29,APAC,3.0,free text note number 1576 about this particular customer,1
CUS001577,7,$81.02,567.14,Two year,no,City_63,2023-10-01,APAC,4.0,free text note number 1577 about this particular customer,1
CUS001578,59,$80.46,4747.14,Month-to-month,Yes,City_35,2023-05-12,APAC,2.0,free text note number 1578 about this particular customer,1
CUS001579,24,$93.36,2240.64,Month-to-month,no,City_12,2022-09-16,APAC,5.0,free text note number 1579 about this particular customer,1
CUS001580,4,$52.02,208.08,Month-to-month,no,City_66,2023-01-14,APAC,4.0,free text note number 1580 about this particular customer,1
CUS001581,67,$55.19,3697.73,One year, Yes ,City_62,2023-02-20,APAC,5.0,free text note number 1581 about this particular customer,0
CUS001582,66,$49.33,,Month-to-month,Yes,City_53,2023-02-09,APAC,2.0,free text note number 1582 about this particular customer,1
CUS001583,3,$51.13,153.39,Two year,Yes,City_46,2020-11-10,APAC,4.0,free text note number 1583 about this particular customer,1
CUS001584,28,$67.54,1891.12,Month-to-month,no,City_65,2023-07-14,APAC,5.0,free text note number 1584 about this particular customer,1
CUS001585,66,$33.70,2224.2,Two year,No,City_20,2023-08-31,APAC,3.0,free text note number 1585 about this particular customer,0
CUS001586,25,$43.86,1096.5,Month-to-month,Yes,City_67,2020-11-28,APAC,4.0,free text note number 1586 about this particular customer,1
CUS001587,44,$84.44,3715.36,Month-to-month,Yes,City_60,2022-03-14,APAC,3.0,free text note number 1587 about this particular customer,1
CUS001588,62,$68.23,4230.26,Month-to-month,Yes,City_48,2020-01-25,APAC,4.0,free text note number 1588 about this particular customer,1
CUS001589,5,$79.57,397.85,One year,No,City_9,2021-09-12,APAC,4.0,free text note number 1589 about this particular customer,1
CUS001590,35,$22.77,796.95,Month-to-month,no,City_26,2022-05-08,APAC,5.0,free text note number 1590 about this particular customer,1
CUS001591,41,$50.40,2066.4,One year,No,City_2,2020-10-16,APAC,,free text note number 1591 about this particular customer,0
CUS001592,66,$56.11,3703.26,Month-to-month, Yes ,City_21,2022-09-26,APAC,5.0,free text note number 1592 about this particular customer,1
CUS001593,33,$70.81,2336.73,One year,No,City_21,2020-09-14,APAC,4.0,free text note number 1593 about this particular customer,1
CUS001594,60,$55.34,3320.4,Two year,No,City_41,2021-10-11,APAC,3.0,free text note number 1594 about this particular customer,0
CUS001595,41,$93.33,3826.53,Month-to-month,No,City_40,2023-07-18,APAC,4.0,free text note number 1595 about this particular customer,1
CUS001596,31,$68.54,2124.74,Month-to-month,No,City_61,2022-12-16,APAC,,free text note number 1596 about this particular customer,1
CUS001597,53,$70.43,3732.79,Two year,No,City_50,2023-12-25,APAC,,free text note number 1597 about this particular customer,1
CUS001598,61,$70.34,4290.74,Two year,no,City_40,2020-03-03,APAC,2.0,free text note number 1598 about this particular customer,1
CUS001599,49,$87.70,4297.3,Two year,No,City_25,2021-09-19,APAC,4.0,free text note number 1599 about this particular customer,1
CUS001600,44,$58.21,,Month-to-month,Yes,City_55,2023-08-03,APAC,1.0,free text note number 1600 about this particular customer,1
